# file: Allelelist_history.txt
# date: 2025-12-10
# version: IPD-KIR 2.15.0
# origin: https://github.com/ANHIG/IPDKIR/Allelelist_history.txt
# repository: https://raw.githubusercontent.com/ANHIG/IPDKIR/Latest/Allelelist_history.txt
# author: IPD Team (ipdsubs@anthonynolan.org)
KIR_ID,2150,2140,2130,2120,2110,2100,2090,2080,2071,2070,2060,2050,2040,2030,2020,2010,2001,2000,1040,1030,1021,1020,1011,1010,1000
KIR01796,KIR2DL1*0040126,KIR2DL1*0040126,KIR2DL1*0040126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01797,KIR2DL1*1090103,KIR2DL1*1090103,KIR2DL1*1090103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01798,KIR2DL1*0870103,KIR2DL1*0870103,KIR2DL1*0870103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01799,KIR2DL1*0020140,KIR2DL1*0020140,KIR2DL1*0020140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01800,KIR2DL1*0990101,KIR2DL1*0990101,KIR2DL1*0990101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01801,KIR2DL1*0030295,KIR2DL1*0030295,KIR2DL1*0030295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01802,KIR2DL1*0030275,KIR2DL1*0030275,KIR2DL1*0030275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01803,KIR2DL1*0970102,KIR2DL1*0970102,KIR2DL1*0970102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01804,KIR3DL1*161,KIR3DL1*161,KIR3DL1*161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01805,KIR3DL1*151,KIR3DL1*151,KIR3DL1*151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01806,KIR3DL1*1490101,KIR3DL1*1490101,KIR3DL1*1490101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01807,KIR2DL1*1150102,KIR2DL1*1150102,KIR2DL1*1150102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01808,KIR3DL1*163Q,KIR3DL1*163Q,KIR3DL1*163Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01809,KIR2DL1*0030297,KIR2DL1*0030297,KIR2DL1*0030297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01810,KIR2DL1*0040132,KIR2DL1*0040132,KIR2DL1*0040132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01811,KIR2DL1*0010107,KIR2DL1*0010107,KIR2DL1*0010107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01812,KIR3DL1*00106,KIR3DL1*00106,KIR3DL1*00106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01813,KIR2DL1*1090101,KIR2DL1*1090101,KIR2DL1*1090101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01814,KIR3DL1*162,KIR3DL1*162,KIR3DL1*162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01815,KIR2DL1*0400102,KIR2DL1*0400102,KIR2DL1*0400102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01816,KIR2DL1*0030262,KIR2DL1*0030262,KIR2DL1*0030262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01817,KIR2DL1*1050103,KIR2DL1*1050103,KIR2DL1*1050103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01818,KIR2DL1*0031202,KIR2DL1*0031202,KIR2DL1*0031202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01819,KIR2DL1*1110102,KIR2DL1*1110102,KIR2DL1*1110102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01820,KIR2DL1*0030274,KIR2DL1*0030274,KIR2DL1*0030274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01821,KIR2DL1*0030256,KIR2DL1*0030256,KIR2DL1*0030256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01822,KIR3DL1*0020202,KIR3DL1*0020202,KIR3DL1*0020202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01823,KIR3DL1*0080103,KIR3DL1*0080103,KIR3DL1*0080103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01824,KIR2DL1*1170101,KIR2DL1*1170101,KIR2DL1*1170101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01825,KIR3DL1*0050112,KIR3DL1*0050112,KIR3DL1*0050112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01826,KIR2DL1*0030298,KIR2DL1*0030298,KIR2DL1*0030298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01827,KIR2DL1*0040904,KIR2DL1*0040904,KIR2DL1*0040904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01828,KIR2DL1*127,KIR2DL1*127,KIR2DL1*127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01829,KIR2DL1*114N,KIR2DL1*114N,KIR2DL1*114N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01830,KIR3DL1*138,KIR3DL1*138,KIR3DL1*138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01831,KIR3DL1*1490102,KIR3DL1*1490102,KIR3DL1*1490102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01832,KIR3DL1*15001,KIR3DL1*15001,KIR3DL1*15001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01833,KIR2DL1*0020120,KIR2DL1*0020120,KIR2DL1*0020120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01834,KIR2DL1*0030258,KIR2DL1*0030258,KIR2DL1*0030258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01835,KIR2DL1*0830101,KIR2DL1*0830101,KIR2DL1*0830101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01836,KIR2DL1*0030282,KIR2DL1*0030282,KIR2DL1*0030282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01837,KIR2DL1*1150103,KIR2DL1*1150103,KIR2DL1*1150103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01838,KIR2DL1*00410,KIR2DL1*00410,KIR2DL1*00410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01839,KIR2DL1*108,KIR2DL1*108,KIR2DL1*108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01840,KIR2DL1*0030257,KIR2DL1*0030257,KIR2DL1*0030257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01841,KIR2DL1*0930102,KIR2DL1*0930102,KIR2DL1*0930102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01842,KIR3DL1*145,KIR3DL1*145,KIR3DL1*145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01843,KIR3DL1*00506,KIR3DL1*00506,KIR3DL1*00506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01844,KIR3DL1*137,KIR3DL1*137,KIR3DL1*137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01845,KIR2DL1*0040127,KIR2DL1*0040127,KIR2DL1*0040127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01846,KIR3DL1*152,KIR3DL1*152,KIR3DL1*152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01847,KIR2DL1*0030285,KIR2DL1*0030285,KIR2DL1*0030285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01848,KIR2DL1*0570102,KIR2DL1*0570102,KIR2DL1*0570102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01849,KIR2DL1*0010105,KIR2DL1*0010105,KIR2DL1*0010105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01850,KIR2DL1*0950102,KIR2DL1*0950102,KIR2DL1*0950102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01851,KIR3DL1*141,KIR3DL1*141,KIR3DL1*141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01852,KIR2DL1*0010106,KIR2DL1*0010106,KIR2DL1*0010106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01853,KIR2DL1*0020135,KIR2DL1*0020135,KIR2DL1*0020135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01854,KIR2DL1*0990102,KIR2DL1*0990102,KIR2DL1*0990102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01855,KIR2DL1*0030249,KIR2DL1*0030249,KIR2DL1*0030249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01856,KIR2DL1*0030272,KIR2DL1*0030272,KIR2DL1*0030272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01857,KIR2DL1*0031001,KIR2DL1*0031001,KIR2DL1*0031001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01858,KIR2DL1*0040119,KIR2DL1*0040119,KIR2DL1*0040119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01859,KIR2DL1*0020125,KIR2DL1*0020125,KIR2DL1*0020125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01860,KIR2DL1*0370201,KIR2DL1*0370201,KIR2DL1*0370201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01861,KIR2DL1*0030269,KIR2DL1*0030269,KIR2DL1*0030269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01862,KIR2DL1*0020132,KIR2DL1*0020132,KIR2DL1*0020132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01863,KIR2DL1*0030267,KIR2DL1*0030267,KIR2DL1*0030267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01864,KIR2DL1*00317,KIR2DL1*00317,KIR2DL1*00317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01865,KIR2DL1*0030288,KIR2DL1*0030288,KIR2DL1*0030288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01866,KIR3DL1*1470101,KIR3DL1*1470101,KIR3DL1*1470101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01867,KIR2DL1*00315,KIR2DL1*00315,KIR2DL1*00315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01868,KIR2DL1*0040130,KIR2DL1*0040130,KIR2DL1*0040130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01869,KIR2DL1*0030245,KIR2DL1*0030245,KIR2DL1*0030245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01870,KIR2DL1*0970101,KIR2DL1*0970101,KIR2DL1*0970101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01871,KIR2DL1*0020302,KIR2DL1*0020302,KIR2DL1*0020302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01872,KIR2DL1*086,KIR2DL1*086,KIR2DL1*086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01873,KIR2DL1*0020502,KIR2DL1*0020502,KIR2DL1*0020502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01874,KIR2DL1*0040902,KIR2DL1*0040902,KIR2DL1*0040902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01875,KIR2DL1*1250101,KIR2DL1*1250101,KIR2DL1*1250101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01876,KIR2DL1*00702,KIR2DL1*00702,KIR2DL1*00702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01877,KIR2DL1*1260101,KIR2DL1*1260101,KIR2DL1*1260101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01878,KIR2DL1*0030250,KIR2DL1*0030250,KIR2DL1*0030250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01879,KIR2DL1*0070104,KIR2DL1*0070104,KIR2DL1*0070104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01880,KIR2DL1*00407,KIR2DL1*00407,KIR2DL1*00407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01881,KIR2DL1*0810102,KIR2DL1*0810102,KIR2DL1*0810102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01882,KIR2DL1*0030246,KIR2DL1*0030246,KIR2DL1*0030246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01883,KIR2DL1*0040129,KIR2DL1*0040129,KIR2DL1*0040129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01884,KIR2DL1*0030293,KIR2DL1*0030293,KIR2DL1*0030293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01885,KIR3DL1*0020201,KIR3DL1*0020201,KIR3DL1*0020201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01886,KIR2DL1*0020144,KIR2DL1*0020144,KIR2DL1*0020144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01887,KIR2DL1*1130102,KIR2DL1*1130102,KIR2DL1*1130102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01888,KIR2DL1*0020503,KIR2DL1*0020503,KIR2DL1*0020503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01889,KIR3DL1*0040110,KIR3DL1*0040110,KIR3DL1*0040110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01890,KIR3DL1*1590101,KIR3DL1*1590101,KIR3DL1*1590101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01891,KIR2DL1*1090102,KIR2DL1*1090102,KIR2DL1*1090102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01892,KIR2DL1*00313,KIR2DL1*00313,KIR2DL1*00313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01893,KIR2DL1*0070102,KIR2DL1*0070102,KIR2DL1*0070102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01894,KIR2DL1*0850102,KIR2DL1*0850102,KIR2DL1*0850102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01895,KIR2DL1*0030248,KIR2DL1*0030248,KIR2DL1*0030248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01896,KIR2DL1*0030252,KIR2DL1*0030252,KIR2DL1*0030252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01897,KIR2DL1*084,KIR2DL1*084,KIR2DL1*084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01898,KIR2DL1*123,KIR2DL1*123,KIR2DL1*123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01899,KIR2DL1*0780103,KIR2DL1*0780103,KIR2DL1*0780103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01900,KIR2DL1*0890101,KIR2DL1*0890101,KIR2DL1*0890101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01901,KIR2DL1*0020137,KIR2DL1*0020137,KIR2DL1*0020137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01902,KIR2DL1*0020141,KIR2DL1*0020141,KIR2DL1*0020141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01903,KIR2DL1*0040120,KIR2DL1*0040120,KIR2DL1*0040120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01904,KIR2DL1*0020124,KIR2DL1*0020124,KIR2DL1*0020124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01905,KIR2DL1*0020501,KIR2DL1*0020501,KIR2DL1*0020501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01906,KIR2DL1*0030255,KIR2DL1*0030255,KIR2DL1*0030255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01907,KIR2DL1*096,KIR2DL1*096,KIR2DL1*096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01908,KIR2DL1*0030266,KIR2DL1*0030266,KIR2DL1*0030266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01909,KIR3DL1*155,KIR3DL1*155,KIR3DL1*155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01910,KIR2DL1*0030268,KIR2DL1*0030268,KIR2DL1*0030268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01911,KIR3DL1*0010112,KIR3DL1*0010112,KIR3DL1*0010112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01912,KIR2DL1*0030290,KIR2DL1*0030290,KIR2DL1*0030290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01913,KIR2DL1*1210101,KIR2DL1*1210101,KIR2DL1*1210101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01914,KIR2DL1*0030292,KIR2DL1*0030292,KIR2DL1*0030292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01915,KIR2DL1*094N,KIR2DL1*094N,KIR2DL1*094N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01916,KIR2DL1*088,KIR2DL1*088,KIR2DL1*088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01917,KIR2DL1*0430104,KIR2DL1*0430104,KIR2DL1*0430104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01918,KIR2DL1*0850101,KIR2DL1*0850101,KIR2DL1*0850101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01919,KIR2DL1*0030271,KIR2DL1*0030271,KIR2DL1*0030271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01920,KIR3DL1*01509,KIR3DL1*01509,KIR3DL1*01509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01921,KIR2DL1*0020142,KIR2DL1*0020142,KIR2DL1*0020142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01922,KIR2DL1*0950103,KIR2DL1*0950103,KIR2DL1*0950103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01923,KIR2DL1*090,KIR2DL1*090,KIR2DL1*090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
