# file: allele_oid.txt
# date: 2022-12-12
# version: IPD-KIR 2.12.0
# origin: https://github.com/ANHIG/IPDKIR/allele_oid.txt
# repository: https://raw.githubusercontent.com/ANHIG/IPDKIR/Latest/allele_oid.txt
# author: Steven G. E. Marsh (steven.marsh@ucl.ac.uk)
Allele,OID
KIR3DL3*012,2.16.840.1.113883.13.252.2.1.179
KIR3DL3*01301,2.16.840.1.113883.13.252.2.1.176
KIR3DL3*01302,2.16.840.1.113883.13.252.2.1.183
KIR3DL3*01303,2.16.840.1.113883.13.252.2.1.184
KIR3DL3*01304,2.16.840.1.113883.13.252.2.1.185
KIR3DL3*01305,2.16.840.1.113883.13.252.2.1.221
KIR3DL3*01306,2.16.840.1.113883.13.252.2.1.231
KIR3DL3*01307,2.16.840.1.113883.13.252.2.1.225
KIR3DL3*01308,2.16.840.1.113883.13.252.2.1.556
KIR3DL3*01309,2.16.840.1.113883.13.252.2.1.565
KIR3DL3*01401,2.16.840.1.113883.13.252.2.1.177
KIR3DL3*0140201,2.16.840.1.113883.13.252.2.1.186
KIR3DL3*0140202,2.16.840.1.113883.13.252.2.1.485
KIR3DL3*0140203,2.16.840.1.113883.13.252.2.1.626
KIR3DL3*0140204,2.16.840.1.113883.13.252.2.1.1333
KIR3DL3*0140205,2.16.840.1.113883.13.252.2.1.1340
KIR3DL3*0140206,2.16.840.1.113883.13.252.2.1.1377
KIR3DL3*01403,2.16.840.1.113883.13.252.2.1.187
KIR3DL3*01404,2.16.840.1.113883.13.252.2.1.228
KIR3DL3*01405,2.16.840.1.113883.13.252.2.1.234
KIR3DL3*01406,2.16.840.1.113883.13.252.2.1.381
KIR3DL3*01407,2.16.840.1.113883.13.252.2.1.558
KIR3DL3*01408,2.16.840.1.113883.13.252.2.1.613
KIR3DL3*01409,2.16.840.1.113883.13.252.2.1.1006
KIR3DL3*01410,2.16.840.1.113883.13.252.2.1.1012
KIR3DL3*01411,2.16.840.1.113883.13.252.2.1.1028
KIR3DL3*01412,2.16.840.1.113883.13.252.2.1.1032
KIR3DL3*01413,2.16.840.1.113883.13.252.2.1.1337
KIR3DL3*01414,2.16.840.1.113883.13.252.2.1.1367
KIR3DL3*01501,2.16.840.1.113883.13.252.2.1.189
KIR3DL3*01502,2.16.840.1.113883.13.252.2.1.384
KIR3DL3*01503,2.16.840.1.113883.13.252.2.1.1042
KIR3DL3*01601,2.16.840.1.113883.13.252.2.1.190
KIR3DL3*01602,2.16.840.1.113883.13.252.2.1.386
KIR3DL3*01701,2.16.840.1.113883.13.252.2.1.192
KIR3DL3*01702,2.16.840.1.113883.13.252.2.1.1013
KIR3DL3*01801,2.16.840.1.113883.13.252.2.1.193
KIR3DL3*01802,2.16.840.1.113883.13.252.2.1.608
KIR3DL3*019,2.16.840.1.113883.13.252.2.1.194
KIR3DL3*020,2.16.840.1.113883.13.252.2.1.195
KIR3DL3*02101,2.16.840.1.113883.13.252.2.1.196
KIR3DL3*02102,2.16.840.1.113883.13.252.2.1.215
KIR3DL3*022,2.16.840.1.113883.13.252.2.1.197
KIR3DL3*023,2.16.840.1.113883.13.252.2.1.216
KIR3DL3*0250101,2.16.840.1.113883.13.252.2.1.217
KIR3DL3*02502,2.16.840.1.113883.13.252.2.1.385
KIR3DL3*02601,2.16.840.1.113883.13.252.2.1.219
KIR3DL3*02602,2.16.840.1.113883.13.252.2.1.919
KIR3DL3*02701,2.16.840.1.113883.13.252.2.1.220
KIR3DL3*02702,2.16.840.1.113883.13.252.2.1.513
KIR3DL3*02703,2.16.840.1.113883.13.252.2.1.553
KIR3DL3*02704,2.16.840.1.113883.13.252.2.1.1017
KIR3DL3*02705,2.16.840.1.113883.13.252.2.1.1022
KIR3DL3*02801,2.16.840.1.113883.13.252.2.1.226
KIR3DL3*02802,2.16.840.1.113883.13.252.2.1.1346
KIR3DL3*029,2.16.840.1.113883.13.252.2.1.227
KIR3DL3*030,2.16.840.1.113883.13.252.2.1.229
KIR3DL3*031,2.16.840.1.113883.13.252.2.1.235
KIR3DL3*032,2.16.840.1.113883.13.252.2.1.379
KIR3DL3*033,2.16.840.1.113883.13.252.2.1.380
KIR3DL3*034,2.16.840.1.113883.13.252.2.1.387
KIR3DL3*035,2.16.840.1.113883.13.252.2.1.388
KIR3DL3*036,2.16.840.1.113883.13.252.2.1.483
KIR3DL3*037,2.16.840.1.113883.13.252.2.1.514
KIR3DL3*038,2.16.840.1.113883.13.252.2.1.515
KIR3DL3*039,2.16.840.1.113883.13.252.2.1.516
KIR3DL3*040,2.16.840.1.113883.13.252.2.1.517
KIR3DL3*0410101,2.16.840.1.113883.13.252.2.1.551
KIR3DL3*0410102,2.16.840.1.113883.13.252.2.1.1380
KIR3DL3*0410103,2.16.840.1.113883.13.252.2.1.1361
KIR3DL3*042,2.16.840.1.113883.13.252.2.1.552
KIR3DL3*043,2.16.840.1.113883.13.252.2.1.555
KIR3DL3*044,2.16.840.1.113883.13.252.2.1.557
KIR3DL3*045,2.16.840.1.113883.13.252.2.1.561
KIR3DL3*046,2.16.840.1.113883.13.252.2.1.562
KIR3DL3*047,2.16.840.1.113883.13.252.2.1.564
KIR3DL3*04801,2.16.840.1.113883.13.252.2.1.641
KIR3DL3*04802,2.16.840.1.113883.13.252.2.1.917
KIR3DL3*04901,2.16.840.1.113883.13.252.2.1.605
KIR3DL3*04902,2.16.840.1.113883.13.252.2.1.791
KIR3DL3*050,2.16.840.1.113883.13.252.2.1.606
KIR3DL3*051,2.16.840.1.113883.13.252.2.1.607
KIR3DL3*052,2.16.840.1.113883.13.252.2.1.609
KIR3DL3*053,2.16.840.1.113883.13.252.2.1.610
KIR3DL3*054,2.16.840.1.113883.13.252.2.1.611
KIR3DL3*055,2.16.840.1.113883.13.252.2.1.614
KIR3DL3*056,2.16.840.1.113883.13.252.2.1.662
KIR3DL3*057,2.16.840.1.113883.13.252.2.1.669
KIR3DL3*058,2.16.840.1.113883.13.252.2.1.792
KIR3DL3*059,2.16.840.1.113883.13.252.2.1.833
KIR3DL3*060,2.16.840.1.113883.13.252.2.1.835
KIR3DL3*061,2.16.840.1.113883.13.252.2.1.837
KIR3DL3*062,2.16.840.1.113883.13.252.2.1.920
KIR3DL3*063,2.16.840.1.113883.13.252.2.1.918
KIR3DL3*064,2.16.840.1.113883.13.252.2.1.921
KIR3DL3*065,2.16.840.1.113883.13.252.2.1.922
KIR3DL3*066,2.16.840.1.113883.13.252.2.1.940
KIR3DL3*067,2.16.840.1.113883.13.252.2.1.941
KIR3DL3*068,2.16.840.1.113883.13.252.2.1.942
KIR3DL3*069,2.16.840.1.113883.13.252.2.1.943
KIR3DL3*070,2.16.840.1.113883.13.252.2.1.944
KIR3DL3*071,2.16.840.1.113883.13.252.2.1.975
KIR3DL3*072,2.16.840.1.113883.13.252.2.1.1000
KIR3DL3*073,2.16.840.1.113883.13.252.2.1.1001
KIR3DL3*074,2.16.840.1.113883.13.252.2.1.1002
KIR3DL3*075,2.16.840.1.113883.13.252.2.1.1004
KIR3DL3*076,2.16.840.1.113883.13.252.2.1.1005
KIR3DL3*077,2.16.840.1.113883.13.252.2.1.1007
KIR3DL3*078,2.16.840.1.113883.13.252.2.1.1008
KIR3DL3*079,2.16.840.1.113883.13.252.2.1.1010
KIR3DL3*080N,2.16.840.1.113883.13.252.2.1.1011
KIR3DL3*081,2.16.840.1.113883.13.252.2.1.1015
KIR3DL3*082,2.16.840.1.113883.13.252.2.1.1016
KIR3DL3*083,2.16.840.1.113883.13.252.2.1.1018
KIR3DL3*084,2.16.840.1.113883.13.252.2.1.1020
KIR3DL3*085,2.16.840.1.113883.13.252.2.1.1023
KIR3DL3*086,2.16.840.1.113883.13.252.2.1.1024
KIR3DL3*087,2.16.840.1.113883.13.252.2.1.1025
KIR3DL3*088,2.16.840.1.113883.13.252.2.1.1026
KIR3DL3*089,2.16.840.1.113883.13.252.2.1.1027
KIR3DL3*090,2.16.840.1.113883.13.252.2.1.1029
KIR3DL3*091,2.16.840.1.113883.13.252.2.1.1030
KIR3DL3*092,2.16.840.1.113883.13.252.2.1.1031
KIR3DL3*093,2.16.840.1.113883.13.252.2.1.1033
KIR3DL3*094,2.16.840.1.113883.13.252.2.1.1034
KIR3DL3*095,2.16.840.1.113883.13.252.2.1.1329
KIR3DL3*096,2.16.840.1.113883.13.252.2.1.1341
KIR3DL3*097,2.16.840.1.113883.13.252.2.1.1342
KIR3DL3*098,2.16.840.1.113883.13.252.2.1.1343
KIR3DL3*099,2.16.840.1.113883.13.252.2.1.1349
KIR3DL3*100,2.16.840.1.113883.13.252.2.1.1350
KIR3DL3*101,2.16.840.1.113883.13.252.2.1.1356
KIR3DL3*102,2.16.840.1.113883.13.252.2.1.1369
KIR3DL3*103,2.16.840.1.113883.13.252.2.1.1372
KIR3DL3*104,2.16.840.1.113883.13.252.2.1.1373
KIR3DL3*105,2.16.840.1.113883.13.252.2.1.1378
KIR3DL3*106,2.16.840.1.113883.13.252.2.1.1381
KIR3DL3*10701,2.16.840.1.113883.13.252.2.1.1359
KIR3DL3*10801,2.16.840.1.113883.13.252.2.1.1354
KIR3DL3*10802,2.16.840.1.113883.13.252.2.1.1382
KIR3DL3*1090101,2.16.840.1.113883.13.252.2.1.1363
KIR3DL3*1100101,2.16.840.1.113883.13.252.2.1.1374
KIR3DL3*111,2.16.840.1.113883.13.252.2.1.1384
KIR3DL3*112,2.16.840.1.113883.13.252.2.1.1587
KIR3DL3*113,2.16.840.1.113883.13.252.2.1.1589
KIR3DL3*114,2.16.840.1.113883.13.252.2.1.1600
KIR3DL3*115,2.16.840.1.113883.13.252.2.1.1685
KIR3DP1*001,2.16.840.1.113883.13.252.2.1.87
KIR3DP1*002,2.16.840.1.113883.13.252.2.1.93
KIR3DP1*0030101,2.16.840.1.113883.13.252.2.1.88
KIR3DP1*0030102,2.16.840.1.113883.13.252.2.1.467
KIR3DP1*0030103,2.16.840.1.113883.13.252.2.1.1447
KIR3DP1*0030201,2.16.840.1.113883.13.252.2.1.94
KIR3DP1*0030202,2.16.840.1.113883.13.252.2.1.466
KIR3DP1*0030203,2.16.840.1.113883.13.252.2.1.468
KIR3DP1*0030204,2.16.840.1.113883.13.252.2.1.469
KIR3DP1*0030205,2.16.840.1.113883.13.252.2.1.627
KIR3DP1*0030206,2.16.840.1.113883.13.252.2.1.643
KIR3DP1*0030207,2.16.840.1.113883.13.252.2.1.1386
KIR3DP1*0030208,2.16.840.1.113883.13.252.2.1.1402
KIR3DP1*0030209,2.16.840.1.113883.13.252.2.1.1404
KIR3DP1*0030210,2.16.840.1.113883.13.252.2.1.1418
KIR3DP1*0030211,2.16.840.1.113883.13.252.2.1.1430
KIR3DP1*0030212,2.16.840.1.113883.13.252.2.1.1433
KIR3DP1*0030213,2.16.840.1.113883.13.252.2.1.1435
KIR3DP1*0030214,2.16.840.1.113883.13.252.2.1.1436
KIR3DP1*0030215,2.16.840.1.113883.13.252.2.1.1441
KIR3DP1*0030216,2.16.840.1.113883.13.252.2.1.1457
KIR3DP1*0030217,2.16.840.1.113883.13.252.2.1.1458
KIR3DP1*00303,2.16.840.1.113883.13.252.2.1.470
KIR3DP1*0030401,2.16.840.1.113883.13.252.2.1.471
KIR3DP1*0030402,2.16.840.1.113883.13.252.2.1.629
KIR3DP1*00305,2.16.840.1.113883.13.252.2.1.1387
KIR3DP1*0030601,2.16.840.1.113883.13.252.2.1.1434
KIR3DP1*0030602,2.16.840.1.113883.13.252.2.1.1395
KIR3DP1*00307,2.16.840.1.113883.13.252.2.1.1401
KIR3DP1*00308,2.16.840.1.113883.13.252.2.1.1422
KIR3DP1*00309,2.16.840.1.113883.13.252.2.1.1425
KIR3DP1*00310,2.16.840.1.113883.13.252.2.1.1428
KIR3DP1*00311,2.16.840.1.113883.13.252.2.1.1442
KIR3DP1*00312,2.16.840.1.113883.13.252.2.1.1454
KIR3DP1*004,2.16.840.1.113883.13.252.2.1.91
KIR3DP1*005,2.16.840.1.113883.13.252.2.1.268
KIR3DP1*0060101,2.16.840.1.113883.13.252.2.1.269
KIR3DP1*0060102,2.16.840.1.113883.13.252.2.1.1407
KIR3DP1*0060103,2.16.840.1.113883.13.252.2.1.1431
KIR3DP1*0060104,2.16.840.1.113883.13.252.2.1.1437
KIR3DP1*00602,2.16.840.1.113883.13.252.2.1.1403
KIR3DP1*0060301,2.16.840.1.113883.13.252.2.1.1438
KIR3DP1*0060302,2.16.840.1.113883.13.252.2.1.1406
KIR3DP1*00604,2.16.840.1.113883.13.252.2.1.1385
KIR3DP1*00605,2.16.840.1.113883.13.252.2.1.1444
KIR3DP1*007,2.16.840.1.113883.13.252.2.1.309
KIR3DP1*008,2.16.840.1.113883.13.252.2.1.472
KIR3DP1*0090101,2.16.840.1.113883.13.252.2.1.492
KIR3DP1*0090102,2.16.840.1.113883.13.252.2.1.494
KIR3DP1*0090103,2.16.840.1.113883.13.252.2.1.495
KIR3DP1*00902,2.16.840.1.113883.13.252.2.1.493
KIR3DP1*0100101,2.16.840.1.113883.13.252.2.1.628
KIR3DP1*0100102,2.16.840.1.113883.13.252.2.1.1449
KIR3DP1*01002,2.16.840.1.113883.13.252.2.1.864
KIR3DP1*01003,2.16.840.1.113883.13.252.2.1.1394
KIR3DP1*01004,2.16.840.1.113883.13.252.2.1.1455
KIR3DP1*01005,2.16.840.1.113883.13.252.2.1.1466
KIR3DP1*011,2.16.840.1.113883.13.252.2.1.696
KIR3DP1*012,2.16.840.1.113883.13.252.2.1.700
KIR3DP1*013,2.16.840.1.113883.13.252.2.1.698
KIR3DP1*0140101,2.16.840.1.113883.13.252.2.1.705
KIR3DP1*0140102,2.16.840.1.113883.13.252.2.1.1416
KIR3DP1*0140103,2.16.840.1.113883.13.252.2.1.1400
KIR3DP1*0150101,2.16.840.1.113883.13.252.2.1.863
KIR3DP1*0150102,2.16.840.1.113883.13.252.2.1.1443
KIR3DP1*0150103,2.16.840.1.113883.13.252.2.1.1461
KIR3DP1*01502,2.16.840.1.113883.13.252.2.1.1410
KIR3DP1*016,2.16.840.1.113883.13.252.2.1.1388
KIR3DP1*017,2.16.840.1.113883.13.252.2.1.1389
KIR3DP1*018,2.16.840.1.113883.13.252.2.1.1391
KIR3DP1*019,2.16.840.1.113883.13.252.2.1.1392
KIR3DP1*020,2.16.840.1.113883.13.252.2.1.1393
KIR3DP1*021,2.16.840.1.113883.13.252.2.1.1397
KIR3DP1*022,2.16.840.1.113883.13.252.2.1.1398
KIR3DP1*023,2.16.840.1.113883.13.252.2.1.1399
KIR3DP1*024,2.16.840.1.113883.13.252.2.1.1405
KIR3DP1*025,2.16.840.1.113883.13.252.2.1.1408
KIR3DP1*026,2.16.840.1.113883.13.252.2.1.1409
KIR3DP1*0270101,2.16.840.1.113883.13.252.2.1.1412
KIR3DP1*0270102,2.16.840.1.113883.13.252.2.1.1423
KIR3DP1*0280101,2.16.840.1.113883.13.252.2.1.1460
KIR3DP1*0280102,2.16.840.1.113883.13.252.2.1.1413
KIR3DP1*029,2.16.840.1.113883.13.252.2.1.1414
KIR3DP1*030,2.16.840.1.113883.13.252.2.1.1415
KIR3DP1*031,2.16.840.1.113883.13.252.2.1.1417
KIR3DP1*0320101,2.16.840.1.113883.13.252.2.1.1456
KIR3DP1*0320102,2.16.840.1.113883.13.252.2.1.1419
KIR3DP1*0320103,2.16.840.1.113883.13.252.2.1.1459
KIR3DP1*033,2.16.840.1.113883.13.252.2.1.1420
KIR3DP1*034,2.16.840.1.113883.13.252.2.1.1421
KIR3DP1*035,2.16.840.1.113883.13.252.2.1.1424
KIR3DP1*036,2.16.840.1.113883.13.252.2.1.1426
KIR3DP1*037,2.16.840.1.113883.13.252.2.1.1427
KIR3DP1*038,2.16.840.1.113883.13.252.2.1.1429
KIR3DP1*039,2.16.840.1.113883.13.252.2.1.1432
KIR3DP1*040,2.16.840.1.113883.13.252.2.1.1439
KIR3DP1*041,2.16.840.1.113883.13.252.2.1.1440
KIR3DP1*042,2.16.840.1.113883.13.252.2.1.1445
KIR3DP1*043,2.16.840.1.113883.13.252.2.1.1446
KIR3DP1*044,2.16.840.1.113883.13.252.2.1.1448
KIR3DP1*045,2.16.840.1.113883.13.252.2.1.1450
KIR3DP1*046,2.16.840.1.113883.13.252.2.1.1451
KIR3DP1*047,2.16.840.1.113883.13.252.2.1.1452
KIR3DP1*048,2.16.840.1.113883.13.252.2.1.1453
KIR3DP1*049,2.16.840.1.113883.13.252.2.1.1462
KIR3DP1*050,2.16.840.1.113883.13.252.2.1.1463
KIR3DP1*051,2.16.840.1.113883.13.252.2.1.1464
KIR3DP1*052,2.16.840.1.113883.13.252.2.1.1465
KIR3DS1*010,2.16.840.1.113883.13.252.2.1.82
KIR3DS1*011,2.16.840.1.113883.13.252.2.1.83
KIR3DS1*012,2.16.840.1.113883.13.252.2.1.84
KIR3DS1*0130101,2.16.840.1.113883.13.252.2.1.85
KIR3DS1*0130102,2.16.840.1.113883.13.252.2.1.489
KIR3DS1*0130103,2.16.840.1.113883.13.252.2.1.488
KIR3DS1*0130104,2.16.840.1.113883.13.252.2.1.708
KIR3DS1*0130105,2.16.840.1.113883.13.252.2.1.709
KIR3DS1*0130106,2.16.840.1.113883.13.252.2.1.710
KIR3DS1*0130107,2.16.840.1.113883.13.252.2.1.711
KIR3DS1*0130108,2.16.840.1.113883.13.252.2.1.713
KIR3DS1*0130109,2.16.840.1.113883.13.252.2.1.715
KIR3DS1*0130110,2.16.840.1.113883.13.252.2.1.717
KIR3DS1*0130111,2.16.840.1.113883.13.252.2.1.719
KIR3DS1*0130112,2.16.840.1.113883.13.252.2.1.1641
KIR3DS1*0130113,2.16.840.1.113883.13.252.2.1.1672
KIR3DS1*0130114,2.16.840.1.113883.13.252.2.1.1635
KIR3DS1*0130115,2.16.840.1.113883.13.252.2.1.1638
KIR3DS1*0130116,2.16.840.1.113883.13.252.2.1.1678
KIR3DS1*0130117,2.16.840.1.113883.13.252.2.1.1631
KIR3DS1*0130118,2.16.840.1.113883.13.252.2.1.1667
KIR3DS1*0130119,2.16.840.1.113883.13.252.2.1.1659
KIR3DS1*0130120,2.16.840.1.113883.13.252.2.1.1648
KIR3DS1*0130121,2.16.840.1.113883.13.252.2.1.1653
KIR3DS1*0130122,2.16.840.1.113883.13.252.2.1.1661
KIR3DS1*0130123,2.16.840.1.113883.13.252.2.1.1656
KIR3DS1*0130124,2.16.840.1.113883.13.252.2.1.1657
KIR3DS1*0130125,2.16.840.1.113883.13.252.2.1.1662
KIR3DS1*0130126,2.16.840.1.113883.13.252.2.1.1654
KIR3DS1*0130127,2.16.840.1.113883.13.252.2.1.1633
KIR3DS1*0130128,2.16.840.1.113883.13.252.2.1.1670
KIR3DS1*0130129,2.16.840.1.113883.13.252.2.1.1634
KIR3DS1*0130130,2.16.840.1.113883.13.252.2.1.1629
KIR3DS1*0130131,2.16.840.1.113883.13.252.2.1.1644
KIR3DS1*0130132,2.16.840.1.113883.13.252.2.1.1674
KIR3DS1*01302,2.16.840.1.113883.13.252.2.1.164
KIR3DS1*01303,2.16.840.1.113883.13.252.2.1.667
KIR3DS1*01304,2.16.840.1.113883.13.252.2.1.853
KIR3DS1*01305,2.16.840.1.113883.13.252.2.1.887
KIR3DS1*01306,2.16.840.1.113883.13.252.2.1.891
KIR3DS1*01307,2.16.840.1.113883.13.252.2.1.896
KIR3DS1*01308,2.16.840.1.113883.13.252.2.1.1639
KIR3DS1*01309,2.16.840.1.113883.13.252.2.1.1666
KIR3DS1*01310,2.16.840.1.113883.13.252.2.1.1665
KIR3DS1*01311,2.16.840.1.113883.13.252.2.1.1649
KIR3DS1*01312,2.16.840.1.113883.13.252.2.1.1651
KIR3DS1*01313,2.16.840.1.113883.13.252.2.1.1658
KIR3DS1*01314,2.16.840.1.113883.13.252.2.1.1664
KIR3DS1*014,2.16.840.1.113883.13.252.2.1.86
KIR3DS1*045,2.16.840.1.113883.13.252.2.1.165
KIR3DS1*046,2.16.840.1.113883.13.252.2.1.166
KIR3DS1*047,2.16.840.1.113883.13.252.2.1.167
KIR3DS1*048,2.16.840.1.113883.13.252.2.1.168
KIR3DS1*04901N,2.16.840.1.113883.13.252.2.1.146
KIR3DS1*04902N,2.16.840.1.113883.13.252.2.1.1630
KIR3DS1*050,2.16.840.1.113883.13.252.2.1.236
KIR3DS1*055,2.16.840.1.113883.13.252.2.1.243
KIR3DS1*058,2.16.840.1.113883.13.252.2.1.261
KIR3DS1*078,2.16.840.1.113883.13.252.2.1.751
KIR3DS1*082,2.16.840.1.113883.13.252.2.1.749
KIR3DS1*083,2.16.840.1.113883.13.252.2.1.750
KIR3DS1*084,2.16.840.1.113883.13.252.2.1.752
KIR3DS1*085,2.16.840.1.113883.13.252.2.1.753
KIR3DS1*104,2.16.840.1.113883.13.252.2.1.852
KIR3DS1*105,2.16.840.1.113883.13.252.2.1.856
KIR3DS1*106,2.16.840.1.113883.13.252.2.1.858
KIR3DS1*107,2.16.840.1.113883.13.252.2.1.871
KIR3DS1*108,2.16.840.1.113883.13.252.2.1.874
KIR3DS1*122,2.16.840.1.113883.13.252.2.1.1675
KIR3DS1*1230101,2.16.840.1.113883.13.252.2.1.1676
KIR3DS1*1230102,2.16.840.1.113883.13.252.2.1.1673
KIR3DS1*1230103,2.16.840.1.113883.13.252.2.1.1642
KIR3DS1*1240101,2.16.840.1.113883.13.252.2.1.1677
KIR3DS1*1240102,2.16.840.1.113883.13.252.2.1.1650
KIR3DS1*1250101,2.16.840.1.113883.13.252.2.1.1679
KIR3DS1*1250102,2.16.840.1.113883.13.252.2.1.1643
KIR3DS1*126,2.16.840.1.113883.13.252.2.1.1637
KIR3DS1*1270101,2.16.840.1.113883.13.252.2.1.1645
KIR3DS1*1270102,2.16.840.1.113883.13.252.2.1.1671
KIR3DS1*1280101,2.16.840.1.113883.13.252.2.1.1636
KIR3DS1*1280102,2.16.840.1.113883.13.252.2.1.1655
KIR3DS1*129,2.16.840.1.113883.13.252.2.1.1632
KIR3DS1*1300101,2.16.840.1.113883.13.252.2.1.1680
KIR3DS1*1300102,2.16.840.1.113883.13.252.2.1.1663
KIR3DS1*131,2.16.840.1.113883.13.252.2.1.1669
KIR3DS1*132,2.16.840.1.113883.13.252.2.1.1668
KIR3DS1*1330101,2.16.840.1.113883.13.252.2.1.1660
KIR3DS1*1330102,2.16.840.1.113883.13.252.2.1.1640
KIR3DS1*134,2.16.840.1.113883.13.252.2.1.1647
KIR3DS1*135,2.16.840.1.113883.13.252.2.1.1646
KIR3DS1*136,2.16.840.1.113883.13.252.2.1.1652
